B_x_m,B_y_m,C_x_m,C_y_m,E_x_m,E_y_m,F_x_m,F_y_m,H_x_m,H_y_m,A_force_x_N,A_force_y_N,B_force_x_N,B_force_y_N,C_force_x_N,C_force_y_N,D_force_x_N,D_force_y_N,E_force_x_N,E_force_y_N,F_force_x_N,F_force_y_N,G_force_x_N,G_force_y_N,InputTorque_N_m
1.12122765705695,-0.0152109363159111,0.164150328320602,1.02798271148823,-0.035308658656182,2.52091308913957,-1.20893840299889,2.45673970529492,-2.10680768338143,4.06623644506961,273.780312641898,-298.414636379437,-273.780312641898,298.414636379437,-273.780312641898,298.414636379437,-181.037435542023,303.48576232838,-92.7428770998747,-5.07112594894307,-92.7428770998747,-5.07112594894307,-92.7428770998747,94.9288740510569,220.137653883462
1.13,-0.02,0.180222882634933,1.02984447768691,0.00542729714297319,2.52586302813758,-1.16900334086535,2.47855894261244,-2.03839111221261,4.10361706558277,259.243947167154,-286.557573699243,-259.243947167154,286.557573699243,-259.243947167154,286.557573699243,-169.523257707207,290.171371764649,-89.7206894599479,-3.61379806540597,-89.7206894599479,-3.61379806540597,-89.7206894599479,96.386201934594,208.288738218209
1.1388545875586,-0.0246352357920443,0.195975803117017,1.03140908044187,0.0453568335080153,2.5300547777279,-1.12962088238974,2.49919433146266,-1.97092125917746,4.13896952215706,245.469379014455,-274.930931520757,-245.469379014455,274.930931520757,-245.469379014455,274.930931520757,-158.741139310314,277.208823386155,-86.7282397041411,-2.27789186539849,-86.7282397041411,-2.27789186539849,-86.7282397041411,97.7221081346015,196.896796358644
1.14778872253961,-0.0291152317543185,0.211405808873466,1.03269314973177,0.0844713934668374,2.53353046742659,-1.09081786147685,2.51869243474321,-1.90444409600254,4.17237358614197,232.420119791227,-263.55204438119,-232.420119791227,263.55204438119,-232.420119791227,263.55204438119,-148.649682957484,264.60964656245,-83.7704368337436,-1.0576021812603,-83.7704368337436,-1.0576021812603,-83.7704368337436,98.9423978187397,185.961521541511
1.15679968351895,-0.0334386232366547,0.226510719092933,1.03371293238568,0.122765215459801,2.5363312706459,-1.05261744971691,2.53709964690849,-1.83899932015338,4.20390874031086,220.060172162469,-252.435064838795,-220.060172162469,252.435064838795,-220.060172162469,252.435064838795,-139.208587282912,252.38221018945,-80.851584879557,0.0528546493447911,-80.851584879557,0.0528546493447911,-80.851584879557,100.052854649345,175.47998034484
1.16588472567063,-0.0376040932921251,0.241289353429169,1.03448424151507,0.160235081414369,2.53849727503179,-1.01503940961974,2.55446194616877,-1.77462078867405,4.23365375432946,208.354259495724,-241.591270969959,-208.354259495724,241.591270969959,-208.354259495724,241.591270969959,-130.37883497968,240.53206989084,-77.9754245160432,1.05920107911964,-77.9754245160432,1.05920107911964,-77.9754245160432,101.05920107912,165.446995546028
1.1750410816028,-0.0416103730781991,0.255741436873643,1.03502241631698,0.196880076058686,2.54006737916793,-0.978100344289653,2.57082468395947,-1.71133694592918,4.26168632407557,197.268009868795,-231.029359079162,-197.268009868795,231.029359079162,-197.268009868795,231.029359079162,-122.122835213125,229.062293926015,-75.1451746556703,1.96706515314713,-75.1451746556703,1.96706515314713,-75.1451746556703,101.967065153147,155.855495009848
1.18426596220073,-0.0454562422432446,0.269867509495381,1.03534229110608,0.232701358448082,2.54107921275486,-0.941813941127245,2.58623240825064,-1.6491712411127,4.28808276893377,186.768100032916,-220.755719779266,-186.768100032916,220.755719779266,-186.768100032916,220.755719779266,-114.404526616674,217.973766595329,-72.3635734162425,2.78195318393736,-72.3635734162425,2.78195318393736,-72.3635734162425,102.781953183937,146.696827309636
1.19355655747644,-0.0491405292982573,0.283668841291818,1.03545817249717,0.267701946338153,2.54156907753224,-0.9061912076647,2.60072871736578,-1.58814253227988,4.3129177813583,176.822364550303,-210.774696293123,-176.822364550303,210.774696293123,-176.822364550303,210.774696293123,-107.189446565282,207.265468613836,-69.6329179850212,3.50922767928697,-69.6329179850212,3.50922767928697,-69.6329179850212,103.509227679287,137.961045292278
1.20291003742461,-0.0526621119737107,0.297147352281626,1.03538382373056,0.301886513750839,2.54157190639107,-0.87124069809563,2.61435614112174,-1.52826547443726,4.33626422324263,167.399874912171,-201.08882439426,-167.399874912171,201.08882439426,-167.399874912171,201.08882439426,-100.444771895191,196.934734466763,-66.9551030169803,4.15408992749694,-66.9551030169803,4.15408992749694,-66.9551030169803,104.154089927497,129.637159163607
1.21232355288463,-0.0560199175614069,0.310305537876668,1.03513245520836,0.335261201840968,2.54112123831271,-0.836968729451824,2.6271560462761,-1.46955088989564,4.35819296393217,158.470993012591,-191.699053859079,-158.470993012591,191.699053859079,-158.470993012591,191.699053859079,-94.1393357110127,186.977487181624,-64.3316573015788,4.72156667745554,-64.3316573015788,4.72156667745554,-64.3316573015788,104.721566677456,121.713360919197
1.2217942364085,-0.0592129232412363,0.323146399493721,1.0347167203869,0.367833442975566,2.54024920696594,-0.803379586712175,2.63916856346234,-1.41200611966185,4.37877275505009,150.007402921176,-182.604951659953,-150.007402921176,182.604951659953,-150.007402921176,182.604951659953,-88.243624406947,177.388451270572,-61.7637785142291,5.21650038938103,-61.7637785142291,5.21650038938103,-61.7637785142291,105.216500389381,114.177222097709
1.23131920313429,-0.0622401563927375,0.335673380305072,1.03414871624716,0.399611797781122,2.53898654098797,-0.770475716409402,2.65043253299953,-1.35563535512487,4.39807013765857,141.982124475648,-173.804887401966,-141.982124475648,173.804887401966,-141.982124475648,173.804887401966,-82.7297585389737,168.161344828646,-59.252365936674,5.64354257332003,-59.252365936674,5.64354257332003,-59.252365936674,105.64354257332,107.015866909146
1.24089555166484,-0.0651006948913669,0.347890305978962,1.03343998764046,0.430605804790821,2.53736257416422,-0.738257908532586,2.66098546717282,-1.3004399496905,4.41614937763803,134.369511812228,-165.296201708536,-134.369511812228,165.296201708536,-134.369511812228,165.296201708536,-77.5714607259962,159.289051933507,-56.798051086232,6.00714977502904,-56.798051086232,6.00714977502904,-56.798051086232,106.007149775029,100.216122804854
1.25052036495164,-0.0677936673893874,0.359801330224119,1.03260153487845,0.460825842229596,2.53540526390432,-0.70672546671391,2.67086352679111,-1.24641871034448,4.43307242552574,127.145239573294,-157.075358404626,-127.145239573294,157.075358404626,-127.145239573294,157.075358404626,-72.7440133344523,150.76377659338,-54.4012262388421,6.31158181124662,-54.4012262388421,6.31158181124662,-54.4012262388421,106.311581811247,93.7646505242379
1.26019071118331,-0.0703182535812885,0.371410884925676,1.03164382400462,0.49028300140553,2.5331412165843,-0.675876366841311,2.68010151003165,-1.19356816938701,4.44889889740449,120.286279181342,-149.138081441248,-120.286279181342,149.138081441248,-120.286279181342,149.138081441248,-68.2242083148664,142.577179543666,-52.0620708664754,6.56090189758188,-52.0620708664754,6.56090189758188,-52.0620708664754,106.560901897582,87.6480555865601
1.26990364467872,-0.0726736844536601,0.382723634641135,1.0305767992488,0.518988971127995,2.53059571848686,-0.645707404359827,2.68873285177797,-1.14188283678876,4.46368607376833,113.770867247717,-141.479477560562,-113.770867247717,141.479477560562,-113.770867247717,141.479477560562,-63.9902912106102,134.720499208979,-49.780576037107,6.75897835158215,-49.780576037107,6.75897835158215,-49.780576037107,106.758978351582,81.8529831049099
1.27965620678424,-0.0748592425194409,0.393744435213303,1.02940989722505,0.546955932542297,2.52779277122162,-0.616214330617861,2.69678963184314,-1.09135543377867,4.47748891361059,107.578467894302,-134.094145725164,-107.578467894302,134.094145725164,-107.578467894302,134.094145725164,-60.021901048003,127.184658134649,-47.556566846299,6.90948759051567,-47.556566846299,6.90948759051567,-47.556566846299,106.909487590516,76.3661976912992
1.28944542677496,-0.076874262036472,0.404478296251113,1.02815206248815,0.574196463754552,2.52475513064592,-0.587391978684537,2.70430259064447,-1.04197710839369,4.49036008127777,101.689730505846,-126.976274334909,-101.689730505846,126.976274334909,-101.689730505846,126.976274334909,-56.3000075412172,119.96035615719,-45.3897229646288,7.01591817771912,-45.3897229646288,7.01591817771912,-45.3897229646288,107.015918177719,71.1746501034611
1.29926832275966,-0.0787181292102884,0.414930347227869,1.02681176411342,0.600723453616349,2.52150434843253,-0.559234379114284,2.711301151058,-0.993737633806189,4.50234998391046,96.0864441987642,-120.119727235547,-96.0864441987642,120.119727235547,-96.0864441987642,120.119727235547,-52.8068468030804,113.038151532678,-43.2795973956838,7.08157570286956,-43.2795973956838,7.08157570286956,-43.2795973956838,107.08157570287,66.2655321602853
1.30912190258905,-0.0803902823810874,0.425105806948766,1.02539701301026,0.626550024044006,2.51806081554547,-0.531734866168329,2.71781344532992,-0.946625590302075,4.51350681754795,90.751490087315,-113.518119490464,-90.751490087315,113.518119490464,-90.751490087315,113.518119490464,-49.5258565413171,106.408531180257,-41.2256335459979,7.10958831020687,-41.2256335459979,7.10958831020687,-41.2256335459979,107.109588310207,61.6263213279338
1.31900316476727,-0.0818902121948143,0.435009956144861,1.02391537971972,0.65168946026006,2.51444380698852,-0.504886175022519,2.72386634605893,-0.900628531816864,4.52387662020707,85.6687922482156,-107.164883843702,-85.6687922482156,107.164883843702,-85.6687922482156,107.164883843702,-46.4416115363651,100.061971129098,-39.2271807118506,7.10291271460392,-39.2271807118506,7.10291271460392,-39.2271807118506,107.102912714604,57.2448162554877
1.32890909936613,-0.083217461758318,0.44464811295813,1.02237401248375,0.676155148363172,2.51067152728311,-0.478680530499523,2.72948550038753,-0.855733137951268,4.53350333045846,80.8232681278863,-101.053328752584,-80.8232681278863,101.053328752584,-80.8232681278863,101.053328752584,-43.5397600389512,93.9889881840234,-37.2835080889351,7.06434056856014,-37.2835080889351,7.06434056856014,-37.2835080889351,107.06434056856,53.109164419711
1.338836688942,-0.0843716267785239,0.454025611091471,1.02077965540549,0.699960519655383,2.50676115621553,-0.453109727863169,2.73469536665246,-0.811925352387698,4.54242885021608,76.2007790005299,-95.1766888141091,-76.2007790005299,95.1766888141091,-76.2007790005299,95.1766888141091,-40.8069615904689,88.1801837502829,-35.393817410061,6.99650506382625,-35.393817410061,6.99650506382625,-35.393817410061,106.996505063826,49.20788292473
1.34878290945492,-0.0853523556855863,0.463147780407863,1.01913866654945,0.723119001181703,2.50272889446596,-0.428165206205125,2.73951925284586,-0.769190508616005,4.55069311062859,71.7880809680282,-89.5281683530145,-71.7880809680282,89.5281683530145,-71.7880809680282,89.5281683530145,-38.2308266543032,82.6262806833935,-33.557254313725,6.90188766962097,-33.557254313725,6.90188766962097,-33.5572543137249,106.901887669621,45.5298733951336
1.35874473118978,-0.0861593497399796,0.472019929774086,1.01745703585526,0.745643971964837,2.49859000879699,-0.403838114941245,2.7439793563287,-0.727513443854716,4.55833414011625,67.572776892213,-84.1009788824636,-67.572776892213,84.1009788824636,-67.572776892213,84.1009788824636,-35.7998583492469,77.3181539570034,-31.7729185429661,6.78282492546025,-31.7729185429661,6.78282492546025,-31.7729185429661,106.78282492546,42.0644318008801
1.36871911967916,-0.0867923631234971,0.480647331956009,1.01574040276159,0.76754872444716,2.49435887653589,-0.380119373917665,2.748096804319,-0.686878602024541,4.56538813373519,63.543269564492,-78.8883710920915,-63.543269564492,78.8883710920915,-63.543269564492,78.8883710920915,-33.5033964947982,72.2468558714177,-30.0398730696938,6.64151522067379,-30.0398730696938,6.64151522067379,-30.0398730696938,106.641515220674,38.8012539597122
1.37870303662771,-0.0872512030141303,0.489035210384346,1.01399407345584,0.788846430681748,2.49004902913458,-0.356999727606531,2.75189169474886,-0.64727012659625,4.57188952317348,59.68871634534,-73.8836619633818,-59.68871634534,73.8836619633818,-59.68871634534,73.8836619633818,-31.3315641104245,67.403636458464,-28.3571522349155,6.48002550491786,-28.3571522349155,6.48002550491786,-28.3571522349155,106.480025504918,35.7304373776349
1.38869344083761,-0.0875357296448035,0.497188727621547,1.01222303768262,0.809550112844027,2.48567319463463,-0.334469793848906,2.7553831371475,-0.608671944096797,4.57787104679174,55.998985445185,-69.0802575598468,-55.998985445185,69.0802575598468,-55.998985445185,69.0802575598468,-29.2752164549951,62.7799596752525,-26.7237689901899,6.30029788459427,-26.7237689901899,6.30029788459427,-26.7237689901899,106.300297884594,32.8424800102811
1.39868728913496,-0.0876458563459487,0.505112975372207,1.01043198505848,0.829672617665028,2.48124333890192,-0.312520107578577,2.75858929326323,-0.571067839016766,4.58336381921655,52.4646139672045,-64.471671989578,-52.4646139672045,64.471671989578,-52.4646139672045,64.471671989578,-27.3258926468579,58.3675159203581,-25.1387213203465,6.10415606921982,-25.1387213203465,6.10415606921982,-25.1387213203465,106.10415606922,30.1282764574172
1.40868153729676,-0.0875815495719059,0.512812965890707,1.00862532085305,0.849226594415792,2.47677070552808,-0.291141159936092,2.76152741718637,-0.534441520820352,4.58839740007885,49.0767677902328,-60.0515429908067,-49.0767677902328,60.0515429908067,-49.0767677902328,60.0515429908067,-25.4757698680452,54.1582313511805,-23.6009979221877,5.89331163962614,-23.6009979221877,5.89331163962614,-23.6009979221877,105.893311639626,27.5791120391092
1.4186731409782,-0.0873428289111416,0.520293624650748,1.00680718120779,0.868224476100113,2.47226585432338,-0.270323433157544,2.76421389477753,-0.498776683716684,4.59299986156232,45.8272033351159,-55.8136445472594,-45.8272033351159,55.8136445472594,-45.8272033351159,55.8136445472594,-23.7176201265114,50.1442744307057,-22.1095832086045,5.66937011655372,-22.1095832086045,5.66937011655372,-22.1095832086045,105.669370116554,25.1866551447681
1.42865905664001,-0.0869297670802814,0.527559784151967,1.00498144777261,0.886678463539373,2.46773869834943,-0.250057431598011,2.76666428224316,-0.464057059809033,4.59719785449076,42.7082312294041,-51.7518968993907,-42.7082312294041,51.7518968993907,-42.7082312294041,51.7518968993907,-22.0447695270246,46.3180600855167,-20.6634617023796,5.43383681387404,-20.6634617023796,5.43383681387404,-20.6634617023796,105.433836813874,22.9429481949765
